Num	Guess	Average remaining answers
2708	thuya:	2.667
2709	thurl:	2.667
2710	dumps:	2.667
2711	thuja:	2.667
2712	thoft:	2.667
2713	flues:	2.667
2714	fluor:	2.667
2715	fluyt:	2.667
2716	fluty:	2.667
2717	thelf:	2.667
2718	flurr:	2.667
2719	flump:	2.667
2720	fluky:	2.667
2721	odeum:	2.667
2722	fluey:	2.667
2723	fauve:	2.667
2724	fauts:	2.667
2725	dunes:	2.667
2726	fjeld:	2.667
2727	oohed:	2.667
2728	dunam:	2.667
2729	faced:	2.667
2730	muils:	2.667
2731	muist:	2.667
2732	muirs:	2.667
2733	oucht:	2.667
2734	dumky:	2.667
2735	muhly:	2.667
2736	outed:	2.667
2737	feeds:	2.667
2738	mudra:	2.667
2739	mufti:	2.667
2740	muffs:	2.667
2741	felch:	2.667
2742	fados:	2.667
2743	dumka:	2.667
2744	tuism:	2.667
2745	dukes:	2.667
2746	urdee:	2.667
2747	updry:	2.667
2748	updos:	2.667
2749	dumas:	2.667
2750	feyed:	2.667
2751	unred:	2.667
2752	dulse:	2.667
2753	units:	2.667
2754	unica:	2.667
2755	dulls:	2.667
2756	dules:	2.667
2757	uneth:	2.667
2758	ummah:	2.667
2759	umiaq:	2.667
2760	umiak:	2.667
2761	umiac:	2.667
2762	dulce:	2.667
2763	dukka:	2.667
2764	ulnad:	2.667
2765	duked:	2.667
2766	uhuru:	2.667
2767	grued:	2.667
2768	dukas:	2.667
2769	duces:	2.667
2770	duddy:	2.667
2771	guiro:	2.667
2772	guimp:	2.667
2773	duets:	2.667
2774	duett:	2.667
2775	hakus:	2.667
2776	gurdy:	2.667
2777	duels:	2.667
2778	dudes:	2.667
2779	duded:	2.667
2780	ducts:	2.667
2781	ducky:	2.667
2782	ducks:	2.667
2783	ducat:	2.667
2784	duars:	2.667
2785	druxy:	2.667
2786	drusy:	2.667
2787	woful:	2.667
2788	druse:	2.667
2789	drupe:	2.667
2790	curch:	2.667
2791	dhaks:	2.667
2792	dhals:	2.667
2793	fully:	2.667
2794	could:	2.667
2795	suite:	2.667
2796	draft:	2.667
2797	dawah:	2.667
2798	daych:	2.667
2799	dauds:	2.667
2800	dauts:	2.667
2801	daurs:	2.667
2802	dault:	2.667
2803	adult:	2.667
2804	tabby:	3.000
2805	petit:	3.000
2806	tacit:	3.000
2807	phons:	3.000
2808	piani:	3.000
2809	pians:	3.000
2810	piked:	3.000
2811	pilaf:	3.000
2812	pikis:	3.000
2813	piled:	3.000
2814	pilis:	3.000
2815	pilch:	3.000
2816	pions:	3.000
2817	piony:	3.000
2818	piped:	3.000
2819	pipit:	3.000
2820	pirns:	3.000
2821	pirog:	3.000
2822	pipis:	3.000
2823	pized:	3.000
2824	plage:	3.000
2825	piths:	3.000
2826	pinny:	3.000
2827	plebs:	3.000
2828	plebe:	3.000
2829	plims:	3.000
2830	plies:	3.000
2831	pluff:	3.000
2832	pohed:	3.000
2833	pokie:	3.000
2834	polio:	3.000
2835	polis:	3.000
2836	poilu:	3.000
2837	pombe:	3.000
2838	plica:	3.000
2839	pongo:	3.000
2840	pongy:	3.000
2841	pongs:	3.000
2842	ponga:	3.000
2843	poboy:	3.000
2844	pinna:	3.000
2845	pined:	3.000
2846	pigmy:	3.000
2847	porge:	3.000
2848	porgy:	3.000
2849	phuts:	3.000
2850	phono:	3.000
2851	phang:	3.000
2852	poufs:	3.000
2853	pouff:	3.000
2854	pownd:	3.000
2855	pheon:	3.000
2856	phene:	3.000
2857	prahu:	3.000
2858	pewit:	3.000
2859	raits:	3.000
2860	raita:	3.000
2861	rakis:	3.000
2862	ramis:	3.000
2863	ranis:	3.000
2864	rakia:	3.000
2865	rangy:	3.000
2866	rangs:	3.000
2867	ranga:	3.000
2868	ramie:	3.000
2869	tithe:	3.000
2870	raiks:	3.000
2871	rails:	3.000
2872	rauns:	3.000
2873	raile:	3.000
2874	rahed:	3.000
2875	raias:	3.000
2876	reais:	3.000
2877	reive:	3.000
2878	relit:	3.000
2879	relie:	3.000
2880	remix:	3.000
2881	reoil:	3.000
2882	resit:	3.000
2883	rifer:	3.000
2884	riled:	3.000
2885	rigol:	3.000
2886	rimed:	3.000
2887	riped:	3.000
2888	rishi:	3.000
2889	rindy:	3.000
2890	rived:	3.000
2891	rinds:	3.000
2892	roist:	3.000
2893	rojis:	3.000
2894	roble:	3.000
2895	roily:	3.000
2896	roils:	3.000
2897	roguy:	3.000
2898	robes:	3.000
2899	rifty:	3.000
2900	rifts:	3.000
2901	rorie:	3.000
2902	runny:	3.000
2903	rupia:	3.000
2904	saist:	3.000
2905	sakis:	3.000
2906	sakia:	3.000
2907	salix:	3.000
2908	salic:	3.000
2909	sairs:	3.000
2910	rushy:	3.000
2911	sambo:	3.000
2912	samfu:	3.000
2913	samba:	3.000
2914	sangs:	3.000
2915	sango:	3.000
2916	saris:	3.000
2917	saunt:	3.000
2918	sargo:	3.000
2919	satis:	3.000
2920	scags:	3.000
2921	scail:	3.000
2922	scand:	3.000
2923	scabs:	3.000
2924	scaud:	3.000
2925	sarge:	3.000
2926	scend:	3.000
2927	sclim:	3.000
2928	scogs:	3.000
2929	scoug:	3.000
2930	scrab:	3.000
2931	schul:	3.000
2932	scrob:	3.000
2933	scudi:	3.000
2934	scuft:	3.000
2935	scurf:	3.000
2936	scuff:	3.000
2937	seirs:	3.000
2938	seiza:	3.000
2939	sield:	3.000
2940	siled:	3.000
2941	silds:	3.000
2942	simis:	3.000
2943	sinhs:	3.000
2944	siris:	3.000
2945	sired:	3.000
2946	siped:	3.000
2947	sithe:	3.000
2948	sited:	3.000
2949	sined:	3.000
2950	sized:	3.000
2951	skail:	3.000
2952	skags:	3.000
2953	sinds:	3.000
2954	skirr:	3.000
2955	skivy:	3.000
2956	sklim:	3.000
2957	skogs:	3.000
2958	skrik:	3.000
2959	skive:	3.000
2960	slags:	3.000
2961	slabs:	3.000
2962	slebs:	3.000
2963	skits:	3.000
2964	slits:	3.000
2965	sluit:	3.000
2966	slobs:	3.000
2967	smaik:	3.000
2968	smeik:	3.000
2969	smirr:	3.000
2970	smogs:	3.000
2971	smits:	3.000
2972	snabs:	3.000
2973	snags:	3.000
2974	snafu:	3.000
2975	snips:	3.000
2976	snobs:	3.000
2977	snogs:	3.000
2978	snits:	3.000
2979	sobas:	3.000
2980	snirt:	3.000
2981	snipy:	3.000
2982	soily:	3.000
2983	soils:	3.000
2984	sohur:	3.000
2985	soldi:	3.000
2986	smush:	3.000
2987	snick:	3.000
2988	snies:	3.000
2989	songs:	3.000
2990	snebs:	3.000
2991	smirs:	3.000
2992	sluff:	3.000
2993	slogs:	3.000
2994	slive:	3.000
2995	sorbs:	3.000
2996	sorbo:	3.000
2997	sorgo:	3.000
2998	slipe:	3.000
2999	slipt:	3.000
3000	slips:	3.000
3001	slims:	3.000
3002	slily:	3.000
3003	sownd:	3.000
3004	slier:	3.000
3005	skite:	3.000
3006	spait:	3.000
3007	spail:	3.000
3008	spahi:	3.000
3009	spags:	3.000
3010	skirl:	3.000
3011	skips:	3.000
3012	skios:	3.000
3013	spiry:	3.000
3014	spivs:	3.000
3015	spitz:	3.000
3016	spits:	3.000
3017	spirt:	3.000
3018	sprit:	3.000
3019	spuds:	3.000
3020	squit:	3.000
3021	stags:	3.000
3022	stagy:	3.000
3023	stabs:	3.000
3024	squiz:	3.000
3025	steil:	3.000
3026	stend:	3.000
3027	stime:	3.000
3028	stipe:	3.000
3029	stirs:	3.000
3030	stivy:	3.000
3031	stobs:	3.000
3032	stoit:	3.000
3033	stonn:	3.000
3034	stond:	3.000
3035	stogy:	3.000
3036	stive:	3.000
3037	sukhs:	3.000
3038	sulph:	3.000
3039	sumis:	3.000
3040	sunis:	3.000
3041	sunns:	3.000
3042	surah:	3.000
3043	sured:	3.000
3044	sused:	3.000
3045	swabs:	3.000
3046	swail:	3.000
3047	swags:	3.000
3048	swage:	3.000
3049	surfy:	3.000
3050	surfs:	3.000
3051	swits:	3.000
3052	syboe:	3.000
3053	sybow:	3.000
3054	sylis:	3.000
3055	swobs:	3.000
3056	sybbe:	3.000
3057	takis:	3.000
3058	taits:	3.000
3059	takhi:	3.000
3060	taira:	3.000
3061	swizz:	3.000
3062	tangs:	3.000
3063	tamis:	3.000
3064	tanga:	3.000
3065	tails:	3.000
3066	tapis:	3.000
3067	taiko:	3.000
3068	targe:	3.000
3069	targa:	3.000
3070	tabla:	3.000
3071	tabor:	3.000
3072	swive:	3.000
3073	taber:	3.000
3074	tatie:	3.000
3075	tawie:	3.000
3076	taxis:	3.000
3077	tabes:	3.000
3078	swipe:	3.000
3079	swiss:	3.000
3080	swire:	3.000
3081	sweir:	3.000
3082	telia:	3.000
3083	telic:	3.000
3084	teend:	3.000
3085	teils:	3.000
3086	tenge:	3.000
3087	tians:	3.000
3088	ticed:	3.000
3089	tiddy:	3.000
3090	tiffs:	3.000
3091	tikis:	3.000
3092	tiled:	3.000
3093	tinny:	3.000
3094	tired:	3.000
3095	tipis:	3.000
3096	tiyns:	3.000
3097	titis:	3.000
3098	titch:	3.000
3099	tinds:	3.000
3100	toise:	3.000
3101	toits:	3.000
3102	togue:	3.000
3103	toils:	3.000
3104	toile:	3.000
3105	tomia:	3.000
3106	tondi:	3.000
3107	tombs:	3.000
3108	tongs:	3.000
3109	tofus:	3.000
3110	tined:	3.000
3111	tophi:	3.000
3112	topis:	3.000
3113	timed:	3.000
3114	toric:	3.000
3115	torii:	3.000
3116	tilth:	3.000
3117	tiges:	3.000
3118	tifts:	3.000
3119	tifos:	3.000
3120	touns:	3.000
3121	tides:	3.000
3122	towie:	3.000
3123	tided:	3.000
3124	tichy:	3.000
3125	traik:	3.000
3126	uptie:	3.000
3127	urned:	3.000
3128	urped:	3.000
3129	vagus:	3.000
3130	vairy:	3.000
3131	valis:	3.000
3132	vakil:	3.000
3133	vangs:	3.000
3134	vairs:	3.000
3135	vaire:	3.000
3136	varix:	3.000
3137	varia:	3.000
3138	vauch:	3.000
3139	vatic:	3.000
3140	vails:	3.000
3141	urial:	3.000
3142	vegie:	3.000
3143	veily:	3.000
3144	verbs:	3.000
3145	viced:	3.000
3146	vigas:	3.000
3147	vilde:	3.000
3148	vined:	3.000
3149	vised:	3.000
3150	visne:	3.000
3151	visie:	3.000
3152	vizir:	3.000
3153	vlogs:	3.000
3154	voips:	3.000
3155	waite:	3.000
3156	waits:	3.000
3157	wairs:	3.000
3158	voile:	3.000
3159	walis:	3.000
3160	walie:	3.000
3161	wails:	3.000
3162	wangs:	3.000
3163	vulns:	3.000
3164	wagyu:	3.000
3165	warby:	3.000
3166	warbs:	3.000
3167	vogie:	3.000
3168	vocab:	3.000
3169	vozhd:	3.000
3170	wauff:	3.000
3171	vrils:	3.000
3172	vraic:	3.000
3173	wazir:	3.000
3174	weamb:	3.000
3175	weber:	3.000
3176	whoof:	3.000
3177	wikis:	3.000
3178	winns:	3.000
3179	wiped:	3.000
3180	wired:	3.000
3181	wisha:	3.000
3182	withs:	3.000
3183	wived:	3.000
3184	womby:	3.000
3185	wonga:	3.000
3186	wombs:	3.000
3187	withy:	3.000
3188	withe:	3.000
3189	wited:	3.000
3190	wisht:	3.000
3191	wrier:	3.000
3192	writs:	3.000
3193	wudus:	3.000
3194	wushu:	3.000
3195	wuxia:	3.000
3196	wuddy:	3.000
3197	xenic:	3.000
3198	xeric:	3.000
3199	xylic:	3.000
3200	xenia:	3.000
3201	yabby:	3.000
3202	yabba:	3.000
3203	yangs:	3.000
3204	yagis:	3.000
3205	yabas:	3.000
3206	xebec:	3.000
3207	wries:	3.000
3208	yauld:	3.000
3209	yauds:	3.000
3210	ybore:	3.000
3211	ycond:	3.000
3212	wised:	3.000
3213	wrick:	3.000
3214	winna:	3.000
3215	yerba:	3.000
3216	wilis:	3.000
3217	yetis:	3.000
3218	wined:	3.000
3219	winds:	3.000
3220	yiked:	3.000
3221	yirds:	3.000
3222	yitie:	3.000
3223	ylike:	3.000
3224	yobby:	3.000
3225	yoick:	3.000
3226	yogis:	3.000
3227	yomim:	3.000
3228	yonis:	3.000
3229	yonic:	3.000
3230	yowie:	3.000
3231	yogic:	3.000
3232	yucch:	3.000
3233	yufts:	3.000
3234	zaire:	3.000
3235	zamia:	3.000
3236	zitis:	3.000
3237	zizit:	3.000
3238	zoism:	3.000
3239	zoist:	3.000
3240	zobos:	3.000
3241	zoris:	3.000
3242	zurfs:	3.000
3243	zymic:	3.000
3244	zuzim:	3.000
3245	zowie:	3.000
3246	zoril:	3.000
3247	zambo:	3.000
3248	zilch:	3.000
3249	ziffs:	3.000
3250	zatis:	3.000
3251	zebec:	3.000
3252	zaris:	3.000
3253	yuked:	3.000
3254	zabra:	3.000
3255	yugas:	3.000
3256	yuans:	3.000
3257	yodhs:	3.000
3258	yobbo:	3.000
3259	yirth:	3.000
3260	wiled:	3.000
3261	wilds:	3.000
3262	webby:	3.000
3263	whups:	3.000
3264	wifty:	3.000
3265	whyda:	3.000
3266	wifey:	3.000
3267	wifes:	3.000
3268	wides:	3.000
3269	widdy:	3.000
3270	whump:	3.000
3271	vodou:	3.000
3272	weize:	3.000
3273	weise:	3.000
3274	weirs:	3.000
3275	wenge:	3.000
3276	wembs:	3.000
3277	weils:	3.000
3278	whang:	3.000
3279	whaup:	3.000
3280	wheen:	3.000
3281	wheft:	3.000
3282	whens:	3.000
3283	whaur:	3.000
3284	vlies:	3.000
3285	vleis:	3.000
3286	vivda:	3.000
3287	vinic:	3.000
3288	vired:	3.000
3289	viold:	3.000
3290	vigia:	3.000
3291	viffs:	3.000
3292	vichy:	3.000
3293	venge:	3.000
3294	vendu:	3.000
3295	veils:	3.000
3296	vezir:	3.000
3297	vexil:	3.000
3298	urite:	3.000
3299	urges:	3.000
3300	urger:	3.000
3301	urent:	3.000
3302	urena:	3.000
3303	ureic:	3.000
3304	uredo:	3.000
3305	uplit:	3.000
3306	upped:	3.000
3307	upled:	3.000
3308	trabs:	3.000
3309	tozie:	3.000
3310	unrip:	3.000
3311	trios:	3.000
3312	unwit:	3.000
3313	unsod:	3.000
3314	trist:	3.000
3315	tripy:	3.000
3316	unmix:	3.000
3317	unpeg:	3.000
3318	tufts:	3.000
3319	unled:	3.000
3320	unked:	3.000
3321	tunny:	3.000
3322	ungum:	3.000
3323	unhat:	3.000
3324	ungot:	3.000
3325	tupik:	3.000
3326	unget:	3.000
3327	turfy:	3.000
3328	uncia:	3.000
3329	undos:	3.000
3330	undee:	3.000
3331	undam:	3.000
3332	turnt:	3.000
3333	umphs:	3.000
3334	umrah:	3.000
3335	unais:	3.000
3336	umpie:	3.000
3337	umped:	3.000
3338	ummed:	3.000
3339	tushy:	3.000
3340	turns:	3.000
3341	twirp:	3.000
3342	twits:	3.000
3343	twite:	3.000
3344	twire:	3.000
3345	ulzie:	3.000
3346	ulyie:	3.000
3347	ulans:	3.000
3348	typic:	3.000
3349	turfs:	3.000
3350	udals:	3.000
3351	turds:	3.000
3352	twilt:	3.000
3353	twill:	3.000
3354	twier:	3.000
3355	tuned:	3.000
3356	tunds:	3.000
3357	tuile:	3.000
3358	tugra:	3.000
3359	tufty:	3.000
3360	tuffs:	3.000
3361	tuffe:	3.000
3362	tufas:	3.000
3363	trois:	3.000
3364	trogs:	3.000
3365	trips:	3.000
3366	tuans:	3.000
3367	tuath:	3.000
3368	trued:	3.000
3369	tsadi:	3.000
3370	trior:	3.000
3371	triol:	3.000
3372	thymi:	3.000
3373	trims:	3.000
3374	trill:	3.000
3375	trike:	3.000
3376	tenia:	3.000
3377	tendu:	3.000
3378	tries:	3.000
3379	trier:	3.000
3380	tegus:	3.000
3381	triac:	3.000
3382	tegua:	3.000
3383	thous:	3.000
3384	tholi:	3.000
3385	terga:	3.000
3386	swims:	3.000
3387	swile:	3.000
3388	swies:	3.000
3389	thens:	3.000
3390	thang:	3.000
3391	thanx:	3.000
3392	theed:	3.000
3393	thans:	3.000
3394	thane:	3.000
3395	thana:	3.000
3396	thali:	3.000
3397	tewit:	3.000
3398	teuch:	3.000
3399	surds:	3.000
3400	sunna:	3.000
3401	sumph:	3.000
3402	sulfo:	3.000
3403	sulfa:	3.000
3404	stuns:	3.000
3405	sugos:	3.000
3406	suhur:	3.000
3407	suede:	3.000
3408	suent:	3.000
3409	sudsy:	3.000
3410	sudor:	3.000
3411	sudds:	3.000
3412	strim:	3.000
3413	stirp:	3.000
3414	stria:	3.000
3415	stirk:	3.000
3416	stire:	3.000
3417	stipa:	3.000
3418	stimy:	3.000
3419	stims:	3.000
3420	stile:	3.000
3421	spued:	3.000
3422	sties:	3.000
3423	squeg:	3.000
3424	sprug:	3.000
3425	speir:	3.000
3426	speil:	3.000
3427	spims:	3.000
3428	spile:	3.000
3429	spiks:	3.000
3430	spial:	3.000
3431	spies:	3.000
3432	spier:	3.000
3433	spics:	3.000
3434	spick:	3.000
3435	spica:	3.000
3436	speug:	3.000
3437	skegs:	3.000
3438	skimo:	3.000
3439	skims:	3.000
3440	skiey:	3.000
3441	skies:	3.000
3442	sigla:	3.000
3443	sigil:	3.000
3444	sieth:	3.000
3445	sifts:	3.000
3446	sient:	3.000
3447	siens:	3.000
3448	sidle:	3.000
3449	sicht:	3.000
3450	sides:	3.000
3451	sider:	3.000
3452	sided:	3.000
3453	sidas:	3.000
3454	seity:	3.000
3455	seism:	3.000
3456	semie:	3.000
3457	semis:	3.000
3458	shoji:	3.000
3459	shoon:	3.000
3460	seise:	3.000
3461	showd:	3.000
3462	shred:	3.000
3463	shoyu:	3.000
3464	shoed:	3.000
3465	scuds:	3.000
3466	sepic:	3.000
3467	seils:	3.000
3468	serge:	3.000
3469	seric:	3.000
3470	sehri:	3.000
3471	scudo:	3.000
3472	scrip:	3.000
3473	scrim:	3.000
3474	shans:	3.000
3475	shaul:	3.000
3476	shawn:	3.000
3477	shent:	3.000
3478	sherd:	3.000
3479	shewn:	3.000
3480	sheaf:	3.000
3481	sheds:	3.000
3482	shchi:	3.000
3483	sharn:	3.000
3484	shads:	3.000
3485	sanga:	3.000
3486	saims:	3.000
3487	sails:	3.000
3488	sabot:	3.000
3489	saics:	3.000
3490	saick:	3.000
3491	saice:	3.000
3492	safed:	3.000
3493	sagum:	3.000
3494	sabre:	3.000
3495	sadhe:	3.000
3496	sabra:	3.000
3497	sable:	3.000
3498	rybat:	3.000
3499	ruths:	3.000
3500	sabes:	3.000
3501	saber:	3.000
3502	sabal:	3.000
3503	saags:	3.000
3504	runic:	3.000
3505	runed:	3.000
3506	runds:	3.000
3507	runch:	3.000
3508	rosit:	3.000
3509	rifte:	3.000
3510	rugae:	3.000
3511	rugal:	3.000
3512	ruffs:	3.000
3513	ruffe:	3.000
3514	roshi:	3.000
3515	rudds:	3.000
3516	rudes:	3.000
3517	rudas:	3.000
3518	rotis:	3.000
3519	roric:	3.000
3520	routh:	3.000
3521	riffs:	3.000
3522	rowie:	3.000
3523	rownd:	3.000
3524	ruana:	3.000
3525	rozit:	3.000
3526	riced:	3.000
3527	rides:	3.000
3528	richt:	3.000
3529	renga:	3.000
3530	riads:	3.000
3531	riant:	3.000
3532	rhyne:	3.000
3533	rhone:	3.000
3534	reist:	3.000
3535	retie:	3.000
3536	revie:	3.000
3537	retia:	3.000
3538	rheum:	3.000
3539	rahui:	3.000
3540	ragus:	3.000
3541	reiks:	3.000
3542	reiki:	3.000
3543	recit:	3.000
3544	regur:	3.000
3545	regie:	3.000
3546	refed:	3.000
3547	rebop:	3.000
3548	ragis:	3.000
3549	rebec:	3.000
3550	rebbe:	3.000
3551	aecia:	3.000
3552	aerie:	3.000
3553	afald:	3.000
3554	quonk:	3.000
3555	rabat:	3.000
3556	qursh:	3.000
3557	quoit:	3.000
3558	probs:	3.000
3559	progs:	3.000
3560	pujah:	3.000
3561	puked:	3.000
3562	puhas:	3.000
3563	puled:	3.000
3564	pulis:	3.000
3565	pulik:	3.000
3566	pumie:	3.000
3567	punny:	3.000
3568	pugil:	3.000
3569	puris:	3.000
3570	pured:	3.000
3571	purda:	3.000
3572	quair:	3.000
3573	quant:	3.000
3574	quena:	3.000
3575	quais:	3.000
3576	quayd:	3.000
3577	pyric:	3.000
3578	quaff:	3.000
3579	quads:	3.000
3580	qapik:	3.000
3581	pyxis:	3.000
3582	pyxie:	3.000
3583	puffs:	3.000
3584	puffa:	3.000
3585	priss:	3.000
3586	prise:	3.000
3587	primp:	3.000
3588	puddy:	3.000
3589	prunt:	3.000
3590	pseud:	3.000
3591	primy:	3.000
3592	prims:	3.000
3593	primi:	3.000
3594	prima:	3.000
3595	prill:	3.000
3596	pries:	3.000
3597	prier:	3.000
3598	pricy:	3.000
3599	prial:	3.000
3600	aesir:	3.000
3601	aegis:	3.000
3602	aggie:	3.000
3603	aidas:	3.000
3604	ailed:	3.000
3605	bents:	3.000
3606	bezzy:	3.000
3607	bezes:	3.000
3608	bevvy:	3.000
3609	bewet:	3.000
3610	betty:	3.000
3611	bevor:	3.000
3612	bever:	3.000
3613	betta:	3.000
3614	beres:	3.000
3615	berme:	3.000
3616	betes:	3.000
3617	bests:	3.000
3618	betas:	3.000
3619	besat:	3.000
3620	besot:	3.000
3621	besom:	3.000
3622	beses:	3.000
3623	besee:	3.000
3624	besaw:	3.000
3625	beryl:	3.000
3626	berob:	3.000
3627	berms:	3.000
3628	berks:	3.000
3629	berko:	3.000
3630	bergs:	3.000
3631	beray:	3.000
3632	bepat:	3.000
3633	benty:	3.000
3634	bento:	3.000
3635	airns:	3.000
3636	aitch:	3.000
3637	benes:	3.000
3638	benga:	3.000
3639	benet:	3.000
3640	akita:	3.000
3641	ajies:	3.000
3642	aland:	3.000
3643	bemas:	3.000
3644	belay:	3.000
3645	belts:	3.000
3646	bells:	3.000
3647	belga:	3.000
3648	belee:	3.000
3649	belar:	3.000
3650	ajiva:	3.000
3651	albee:	3.000
3652	aliya:	3.000
3653	alkie:	3.000
3654	amirs:	3.000
3655	amnia:	3.000
3656	amnio:	3.000
3657	beeps:	3.000
3658	beets:	3.000
3659	beery:	3.000
3660	beers:	3.000
3661	amnic:	3.000
3662	amrit:	3.000
3663	allis:	3.000
3664	alist:	3.000
3665	anise:	3.000
3666	bebop:	3.000
3667	becks:	3.000
3668	becke:	3.000
3669	becap:	3.000
3670	anima:	3.000
3671	animi:	3.000
3672	beaty:	3.000
3673	beats:	3.000
3674	beare:	3.000
3675	bears:	3.000
3676	anils:	3.000
3677	beaks:	3.000
3678	beamy:	3.000
3679	beams:	3.000
3680	beals:	3.000
3681	beaky:	3.000
3682	bayts:	3.000
3683	bazoo:	3.000
3684	bazar:	3.000
3685	bayle:	3.000
3686	bayes:	3.000
3687	bayer:	3.000
3688	bawty:	3.000
3689	bawrs:	3.000
3690	bawls:	3.000
3691	bawks:	3.000
3692	antis:	3.000
3693	anile:	3.000
3694	apism:	3.000
3695	apiol:	3.000
3696	apage:	3.000
3697	batts:	3.000
3698	batta:	3.000
3699	apsis:	3.000
3700	bates:	3.000
3701	basto:	3.000
3702	basts:	3.000
3703	basso:	3.000
3704	basta:	3.000
3705	bassy:	3.000
3706	araba:	3.000
3707	basse:	3.000
3708	basks:	3.000
3709	arbas:	3.000
3710	baser:	3.000
3711	bases:	3.000
3712	ardri:	3.000
3713	barra:	3.000
3714	barye:	3.000
3715	barry:	3.000
3716	barro:	3.000
3717	barre:	3.000
3718	barps:	3.000
3719	archi:	3.000
3720	barmy:	3.000
3721	barms:	3.000
3722	barky:	3.000
3723	barks:	3.000
3724	areic:	3.000
3725	barer:	3.000
3726	bares:	3.000
3727	almug:	3.000
3728	arias:	3.000
3729	ariot:	3.000
3730	barbs:	3.000
3731	barca:	3.000
3732	barby:	3.000
3733	barbe:	3.000
3734	banty:	3.000
3735	banya:	3.000
3736	armil:	3.000
3737	bants:	3.000
3738	banks:	3.000
3739	aroba:	3.000
3740	bangs:	3.000
3741	banes:	3.000
3742	arris:	3.000
3743	arsis:	3.000
3744	artis:	3.000
3745	bancs:	3.000
3746	banco:	3.000
3747	banak:	3.000
3748	aruhe:	3.000
3749	balls:	3.000
3750	balsa:	3.000
3751	baloo:	3.000
3752	balms:	3.000
3753	bally:	3.000
3754	balky:	3.000
3755	balks:	3.000
3756	bales:	3.000
3757	artic:	3.000
3758	bakra:	3.000
3759	balas:	3.000
3760	bakes:	3.000
3761	aspic:	3.000
3762	aspis:	3.000
3763	aspie:	3.000
3764	bajra:	3.000
3765	atimy:	3.000
3766	atilt:	3.000
3767	aswim:	3.000
3768	atria:	3.000
3769	atrip:	3.000
3770	aumil:	3.000
3771	aulic:	3.000
3772	auger:	3.000
3773	aviso:	3.000
3774	avize:	3.000
3775	avise:	3.000
3776	auris:	3.000
3777	baels:	3.000
3778	backs:	3.000
3779	azoic:	3.000
3780	baccy:	3.000
3781	bacco:	3.000
3782	bacca:	3.000
3783	babel:	3.000
3784	baboo:	3.000
3785	babka:	3.000
3786	babes:	3.000
3787	babas:	3.000
3788	baals:	3.000
3789	azygy:	3.000
3790	axite:	3.000
3791	ayrie:	3.000
3792	axils:	3.000
3793	axile:	3.000
3794	auric:	3.000
3795	audad:	3.000
3796	astir:	3.000
3797	arils:	3.000
3798	ariki:	3.000
3799	ariel:	3.000
3800	argus:	3.000
3801	argil:	3.000
3802	ambos:	3.000
3803	amies:	3.000
3804	ameba:	3.000
3805	amice:	3.000
3806	amici:	3.000
3807	amias:	3.000
3808	ambry:	3.000
3809	almud:	3.000
3810	albas:	3.000
3811	alias:	3.000
3812	algum:	3.000
3813	airth:	3.000
3814	aired:	3.000
3815	aimed:	3.000
3816	aidos:	3.000
3817	aigas:	3.000
3818	aidoi:	3.000
3819	aides:	3.000
3820	aided:	3.000
3821	aggri:	3.000
3822	agist:	3.000
3823	agita:	3.000
3824	agoge:	3.000
3825	agued:	3.000
3826	ahent:	3.000
3827	aguna:	3.000
3828	agria:	3.000
3829	agism:	3.000
3830	agios:	3.000
3831	agila:	3.000
3832	adsum:	3.000
3833	aduki:	3.000
3834	utile:	3.000
3835	verge:	3.000
3836	video:	3.000
3837	abysm:	3.000
3838	acmic:	3.000
3839	acais:	3.000
3840	acerb:	3.000
3841	ached:	3.000
3842	abyes:	3.000
3843	windy:	3.000
3844	witch:	3.000
3845	winch:	3.000
3846	wield:	3.000
3847	absey:	3.000
3848	widow:	3.000
3849	abram:	3.000
3850	abray:	3.000
3851	abore:	3.000
3852	write:	3.000
3853	aboma:	3.000
3854	wrung:	3.000
3855	abear:	3.000
3856	ablow:	3.000
3857	ablet:	3.000
3858	ables:	3.000
3859	abler:	3.000
3860	abets:	3.000
3861	abers:	3.000
3862	abele:	3.000
3863	abeam:	3.000
3864	abcee:	3.000
3865	abbes:	3.000
3866	abbas:	3.000
3867	abaya:	3.000
3868	abask:	3.000
3869	young:	3.000
3870	abamp:	3.000
3871	abaka:	3.000
3872	abacs:	3.000
3873	zebra:	3.000
3874	abaca:	3.000
3875	aalii:	3.000
3876	aahed:	3.000
3877	youth:	3.000
3878	yield:	3.000
3879	wrist:	3.000
3880	would:	3.000
3881	wider:	3.000
3882	vigor:	3.000
3883	vigil:	3.000
3884	vomit:	3.000
3885	waive:	3.000
3886	waist:	3.000
3887	wharf:	3.000
3888	vouch:	3.000
3889	voila:	3.000
3890	voice:	3.000
3891	vogue:	3.000
3892	visit:	3.000
3893	vaunt:	3.000
3894	vague:	3.000
3895	tango:	3.000
3896	unlit:	3.000
3897	until:	3.000
3898	unzip:	3.000
3899	unwed:	3.000
3900	untie:	3.000
3901	tonic:	3.000
3902	topic:	3.000
3903	tonga:	3.000
3904	trite:	3.000
3905	tripe:	3.000
3906	trick:	3.000
3907	under:	3.000
3908	tunic:	3.000
3909	twixt:	3.000
3910	twist:	3.000
3911	twirl:	3.000
3912	twice:	3.000
3913	tulip:	3.000
3914	trunk:	3.000
